round,global_accuracy,global_logloss,global_precision_bin,global_recall_bin,global_f1_bin,global_precision_macro,global_recall_macro,global_f1_macro,global_tn,global_fp,global_fn,global_tp,global_sensitivity,global_specificity,global_balanced_accuracy,global_roc_auc,global_pr_auc,num-examples
467,0.9661,0.1185291450292008,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8708657104149244,0.3752834119727781,10000
468,0.9661,0.12087873784305748,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8765580921864785,0.3846501054139568,10000
469,0.9662,0.11810084862141587,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8723465907234605,0.3378536842202081,10000
470,0.9661,0.1188867568826277,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8761406976747736,0.37563456819066504,10000
471,0.9661,0.12146744958513489,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8828761077213712,0.39171372354364825,10000
472,0.9661,0.12037411574020247,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8727835267485151,0.33813761380422125,10000
473,0.9661,0.1228213935063181,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8792038298923478,0.3811840426640456,10000
474,0.9661,0.12201460678254084,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8790023080359284,0.3736207145717755,10000
475,0.9661,0.12068153109003438,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8696178015858549,0.3805495744534561,10000
476,0.9661,0.12232403887434784,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8698596278135581,0.36267489263839087,10000
477,0.9662,0.11918453244832522,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8617190608226549,0.3270769323128854,10000
478,0.9661,0.11920855930101507,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8656804919820255,0.3500926996997578,10000
479,0.9661,0.11957349724238273,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8681869964052775,0.3727196207814112,10000
480,0.9661,0.12206486454729475,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8678856296290869,0.4003436816106119,10000
481,0.9661,0.12084662658887355,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8782499597719626,0.40472905038447654,10000
482,0.9661,0.12057064118518215,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8754411725640817,0.40405753822087775,10000
483,0.9661,0.12175428537966579,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8744091363902978,0.4122480008406033,10000
484,0.9662,0.11783909455097345,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8527995813230764,0.38946447024543307,10000
485,0.9661,0.12073953106049594,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8774866194067379,0.35484385292770737,10000
486,0.9661,0.1203714358338281,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8789055164776177,0.3731571860832433,10000
487,0.9661,0.12196040866195668,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8772799068358351,0.37702667722288136,10000
488,0.9661,0.12154279797541367,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.87764264617739,0.3746446711212585,10000
489,0.9661,0.12317319116043761,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8699078709246402,0.35956264703725227,10000
490,0.9661,0.1232004000384267,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8737300688013938,0.3743533335446046,10000
491,0.9661,0.12322182549373083,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8666166526059371,0.386964099039857,10000
492,0.9661,0.12199574059701167,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8708996027271403,0.35572088352856224,10000
493,0.9661,0.12382111141543713,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8764664913426515,0.3723228492746542,10000
494,0.9661,0.12189900313010464,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8707157903671942,0.3780374771925648,10000
495,0.9661,0.120602202921611,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8671393880880429,0.37462726883774605,10000
496,0.9661,0.1226498089657357,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8614625784599393,0.34010862532519576,10000
497,0.9661,0.12015340292002961,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8643067846607669,0.3642044854451081,10000
498,0.9661,0.1213121693815367,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.866629782060219,0.360727389476128,10000
499,0.9661,0.12218537852046148,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8649998977123909,0.34802471812332847,10000
500,0.9661,0.12344733138646548,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8652841656644007,0.3955950161485871,10000
