round,global_accuracy,global_logloss,global_precision_bin,global_recall_bin,global_f1_bin,global_precision_macro,global_recall_macro,global_f1_macro,global_tn,global_fp,global_fn,global_tp,global_sensitivity,global_specificity,global_balanced_accuracy,global_roc_auc,global_pr_auc,num-examples
154,0.9662,0.12053568495491464,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.848733114529451,0.32308831176794084,10000
155,0.9661,0.12278512594472922,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8561894232169667,0.32235210654314167,10000
156,0.9661,0.12483239090078155,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8625804140907746,0.36807254063344724,10000
157,0.9661,0.12473243219445398,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8534291844563138,0.3486242280314731,10000
158,0.9661,0.12410740230829884,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8591127114796315,0.3383202399868529,10000
159,0.9661,0.12309243390252295,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8601288701738188,0.3501859173782428,10000
160,0.9661,0.12288273618289264,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8455475425172949,0.38147172856789624,10000
161,0.9661,0.1205083353728532,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8496787405738915,0.3885825849357574,10000
162,0.9661,0.12330219216792361,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8670358791345185,0.39120877702622037,10000
163,0.9661,0.12411265594738456,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8697955072228791,0.39913004358432275,10000
164,0.9661,0.12397671021311274,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8656771332844184,0.3945050819048848,10000
165,0.9661,0.12515005975133375,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8822855876148331,0.38679525650267116,10000
166,0.9661,0.12167628226645874,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8735624392571903,0.34300170782926465,10000
167,0.9661,0.12022198948265272,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8679015071086834,0.3438155377981661,10000
168,0.9661,0.12047101196192868,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.862673541615332,0.3578020294782739,10000
169,0.9661,0.12196043316883692,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8599105548293644,0.37820017068749917,10000
170,0.9661,0.12271949573495312,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8627669744760356,0.37965984615250603,10000
171,0.9661,0.11914091639910125,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8617816547326034,0.3601793229894201,10000
172,0.9661,0.12196550481753989,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8661323894782385,0.37968967365617906,10000
173,0.9661,0.12106947642494399,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8686221004134558,0.3825785654547159,10000
174,0.9661,0.11950497188627186,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8629297186419015,0.3758492397416763,10000
175,0.9661,0.11919240759986394,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.859677888686044,0.3743040578241764,10000
176,0.9661,0.12292570474295025,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.873367329459839,0.3548813365305237,10000
177,0.9661,0.12572225511288757,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8673864050302297,0.3598752866539623,10000
178,0.9661,0.1261550383382039,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.863994425783317,0.3571440670108654,10000
179,0.9661,0.1259409797114937,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8740207488124715,0.39365288597882064,10000
180,0.9661,0.12356496673143005,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8599823088236955,0.3772115705067413,10000
181,0.9661,0.1251964793925927,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8679989093392863,0.36180543405858884,10000
182,0.9661,0.12391517734274357,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8677412056319863,0.3662563763373121,10000
183,0.9661,0.12259433894914398,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8618671488535087,0.36482224983540534,10000
184,0.9661,0.12237884412155366,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8729682551168995,0.37435261457003777,10000
185,0.9661,0.12020291134391073,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8646200595466552,0.345966075963428,10000
186,0.9661,0.12117673461961186,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8609566364658686,0.35741599897989146,10000
187,0.9661,0.1230481181586551,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8623663734523654,0.38734967075506355,10000
188,0.9661,0.1212145483947625,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8559998094702448,0.3628250051326735,10000
189,0.9661,0.1224862733327418,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8664209321362935,0.38698569308024233,10000
190,0.9661,0.12268422097899774,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8579304499219714,0.3863760313605225,10000
191,0.9661,0.12173343014486254,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8642948765510694,0.3954468661927844,10000
192,0.9661,0.12158068411932423,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8689961371924158,0.37111526611849915,10000
193,0.9661,0.12130135502035932,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8661690298157694,0.3518811530671052,10000
194,0.9661,0.12454012330980006,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8735569432065609,0.3571091204028875,10000
195,0.9661,0.1237723351038909,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8671589296013928,0.36483943797970864,10000
196,0.9661,0.12471857777166546,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8695497116252768,0.3850291219133082,10000
197,0.9661,0.12446961489941123,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8530972840655142,0.32063201557299276,10000
198,0.9661,0.12511301371965725,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8591542371954997,0.35878127476123567,10000
199,0.9661,0.124549670249366,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8659809427497779,0.39232380802365385,10000
200,0.9661,0.12274671017359291,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8581313611060984,0.36243753291294684,10000
201,0.9661,0.12297361325532315,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8653409581875735,0.37936262185802044,10000
202,0.9661,0.123232840200854,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8480070251740494,0.4101389490855,10000
203,0.9661,0.12235938794340687,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8640738131813003,0.39425893917605515,10000
204,0.9661,0.12223678324937481,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8632942900003329,0.37323016595664954,10000
205,0.9661,0.12057287096699733,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8675772401215359,0.37396222471996576,10000
206,0.9661,0.11902231974889514,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8632552069736334,0.3602480337606466,10000
207,0.9661,0.12044532360682117,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8689417873584119,0.3751300064066358,10000
208,0.9661,0.12164899289984592,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8588247794938686,0.4078602358768256,10000
209,0.9661,0.12473431631884487,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8751474391915433,0.41068082299499653,10000
210,0.9661,0.11986332792896649,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8709237242826815,0.3751097633080084,10000
211,0.9661,0.11822160022577384,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8808178367605788,0.3642807775804933,10000
212,0.9661,0.1198770840954353,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8860042765380621,0.3882549539429881,10000
213,0.9661,0.11859085402926714,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8829857233978172,0.37079719254094723,10000
214,0.9661,0.11874418652473673,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8781531682136523,0.3779793913164846,10000
215,0.9661,0.11862810672789278,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8767357978235027,0.3684233804276265,10000
216,0.9661,0.11837257572496383,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8748219508598113,0.3853692014496441,10000
217,0.9661,0.11961491347397164,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8556892826096714,0.39379997314577714,10000
218,0.9661,0.1211827410936939,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8739334226746895,0.39819758871772837,10000
219,0.9661,0.12196740548460962,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8680080694236688,0.4049075362414502,10000
220,0.9661,0.12019682276177511,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8663879558325158,0.39540247117603844,10000
221,0.9661,0.12309282333706269,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8621395086958208,0.4057985386514619,10000
222,0.9661,0.12428360748392656,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8623923270247832,0.3850802141330699,10000
223,0.9661,0.12397960279992203,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8639959524640475,0.33978653308471507,10000
224,0.9661,0.12385580158834328,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8740863960838807,0.3621315394470209,10000
225,0.9661,0.12378188295529276,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8629404054070146,0.38523643651132244,10000
226,0.9661,0.12350724520540239,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8589924090380721,0.37259234228552474,10000
227,0.9661,0.12367456973611675,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8758179573683565,0.37376190616848,10000
228,0.9661,0.12484301860897026,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8760271126284281,0.364663449379557,10000
229,0.9661,0.12337436921350993,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8680639459384032,0.3836010584255507,10000
230,0.9661,0.12395247758855205,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8697084864212437,0.3880767104181636,10000
231,0.9661,0.12208060894724387,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8670007654777181,0.37320209671849375,10000
232,0.9662,0.11853184680533625,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8668667229095848,0.32579496677392195,10000
233,0.9661,0.11997228568255976,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8760292499814507,0.347211328449658,10000
234,0.9661,0.12068527385489879,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8761935208280471,0.35617066247741874,10000
235,0.9661,0.1229012475447872,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8653455382297648,0.37979678705779385,10000
236,0.9661,0.1199071912326198,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8625636206027397,0.3474965854760614,10000
237,0.9661,0.12145891671166478,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8655345413041945,0.33908301410691793,10000
238,0.9661,0.12404658216114749,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8839044798614017,0.3654782599566202,10000
239,0.9661,0.12288444482651173,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.870287098418084,0.3585333248811468,10000
240,0.9661,0.12301364588426682,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8650911932200721,0.341121025004188,10000
241,0.9661,0.12310013534850332,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8687546163008587,0.39547442131537547,10000
242,0.9661,0.12341878795824114,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8682028738848743,0.4019383691232821,10000
243,0.9661,0.12211262660715454,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8682224153982239,0.38721267357972494,10000
244,0.9661,0.12296638068421625,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8564639204123016,0.4025061714166705,10000
245,0.9661,0.12346813655796018,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8564944540269105,0.3930680675769305,10000
246,0.9661,0.12205143992821295,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8750304954475908,0.35654327721124085,10000
247,0.9661,0.12179692840746709,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8728473420030478,0.3444580078333783,10000
248,0.9661,0.12242925360794639,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8669164927013974,0.37125668146709456,10000
249,0.9661,0.12380293206932083,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8717325597336736,0.3783390715132949,10000
250,0.9661,0.12244667262899771,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8681103570326091,0.36996293351592063,10000
251,0.9661,0.12287958331757677,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8739709790206588,0.3809348622401406,10000
252,0.9661,0.12508253935086794,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8635013079073818,0.33216621092877974,10000
253,0.9661,0.12186467309107013,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8759541372895127,0.3887951077031768,10000
254,0.9661,0.12160810919215237,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8773510501578741,0.3922300056791677,10000
255,0.9661,0.11986289523365479,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8748265309020027,0.3587863511932376,10000
256,0.9661,0.1205367631071099,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.882604663887497,0.38469611080559973,10000
257,0.9661,0.12066587186236125,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8826248160731389,0.3701981473452959,10000
258,0.9661,0.11968387837731462,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8796276364631204,0.37276085724597413,10000
259,0.9661,0.11771354809425,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8706544178018302,0.3727118242505433,10000
260,0.9661,0.12060018761688823,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8785131595298924,0.3744999982766719,10000
261,0.9661,0.11960607870857293,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8722296469795079,0.39751745184110077,10000
262,0.9661,0.11966839168682629,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8780664527481628,0.3893278993315708,10000
263,0.9661,0.11753957570984427,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8814981256940672,0.3791114506360015,10000
264,0.9661,0.11787526819347686,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8820700202956936,0.4013470551484145,10000
265,0.9661,0.11810350498044245,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8735835074512706,0.4107442926006857,10000
266,0.9661,0.11826152580847377,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8779739358958973,0.36477901456450734,10000
267,0.9661,0.11927524741937613,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8670160322850227,0.37955076460133325,10000
268,0.9661,0.12070479574701026,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8776499742448961,0.399321968739821,10000
269,0.9661,0.1220539775188398,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8917015436879537,0.3992002526356787,10000
270,0.9661,0.1195266492591983,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8778508854290232,0.37409907280713156,10000
271,0.9661,0.12234811120958172,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8665433719308756,0.38997663280398764,10000
272,0.9661,0.12032706799839693,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8591905721968844,0.3226402220279834,10000
273,0.9661,0.12028925702071197,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8579603728642883,0.3974190669408099,10000
274,0.9661,0.11944405862306316,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.857915793786959,0.38307116887425324,10000
275,0.9661,0.12108782830086505,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8635745885824433,0.3998690776758022,10000
276,0.9661,0.12128389531482237,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8721395728164114,0.4016439315269537,10000
277,0.9661,0.12111313745793684,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8683579846470879,0.3831059749319644,10000
278,0.9661,0.12219105725337058,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8769803720765208,0.39132107741981215,10000
279,0.9661,0.1212253540256494,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8620808841557714,0.3811569391589465,10000
280,0.9661,0.12105800804527218,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.866419100119417,0.3507454748797559,10000
281,0.9661,0.12198065278994054,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8545323639521367,0.3426627336741109,10000
282,0.9661,0.12046887905040189,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8675070128079353,0.33633399986464296,10000
283,0.9661,0.12350219357196715,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8683466872096826,0.36415291176342396,10000
284,0.9661,0.12619093927862723,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8617315796046446,0.36174978995854445,10000
285,0.9661,0.12393810967006512,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8637666450183338,0.3914642734668683,10000
286,0.9661,0.12198448817516223,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8667803127802413,0.388106063136912,10000
287,0.9661,0.1212548515764548,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8682410409031355,0.3179691161182485,10000
288,0.9661,0.12130527919611465,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8707212864178238,0.3811049132849193,10000
289,0.9661,0.12111105988625474,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8743398250851354,0.37560480279265546,10000
290,0.9661,0.12103775546806934,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8656859880326551,0.33165998712891925,10000
291,0.9661,0.12008478613837952,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8766096939951676,0.3535447482779885,10000
292,0.9661,0.12021088711201006,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8696339844015977,0.3769454893789315,10000
293,0.9661,0.12212955352120293,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8698819173522226,0.36245609867871953,10000
294,0.9661,0.12301775351118076,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8611184646232961,0.3984263780621458,10000
295,0.9661,0.12423281613630766,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8649403571639035,0.39516712064511217,10000
296,0.9661,0.12436313055549608,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8679595209764405,0.39059976910286187,10000
297,0.9661,0.12395592585157565,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.873268705884652,0.40281706660501704,10000
298,0.9661,0.1226993042702551,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8759831442233913,0.35746437062929515,10000
299,0.9661,0.12086046946084898,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8663940625554375,0.34559040347986414,10000
300,0.9661,0.12102120654659443,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8764054241134336,0.3793887565700727,10000
301,0.9661,0.12227088212846775,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8731600062166439,0.3894090467307458,10000
302,0.9661,0.12103335176646132,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.873743808927968,0.3611052425588142,10000
303,0.9661,0.11986481272542542,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8664997088619847,0.40024167836029995,10000
304,0.9661,0.1218138903792007,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8697790190709903,0.40594635408709845,10000
305,0.9661,0.12070387015197907,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8682563077104399,0.3838432574938413,10000
306,0.9661,0.12200477958908983,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8737361755243155,0.3775825697062801,10000
307,0.9661,0.12289698973551556,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8716928660346819,0.3954176202364496,10000
308,0.9661,0.11985929790292112,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8800660991689055,0.3626736186078019,10000
309,0.9661,0.11974678374123787,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.881008671851885,0.387901885571877,10000
310,0.9661,0.12221901869299256,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8866751000510218,0.39548478046064295,10000
